,Date,Tweet
164,Tue May 29 15:20:00 +0000 2018,We can't wait for Season 2 of #TheFour! Don't miss the premiere next Thursday June 7th only on @FOXTV ? https://t.co/iin8GImvAP
165,Tue May 29 15:08:54 +0000 2018,RT @BarbaraCorcoran: You think hiring the person with the right resume is the key to success? Nope. I'm telling you the only criteria you s…
166,Tue May 29 15:00:01 +0000 2018,We have your chance to sit down for a private dinner with the one and only @NeYoCompound! Enter here:… https://t.co/19ToVapcC9
167,Tue May 29 14:29:00 +0000 2018,".@MileyCyrus is back in the studio making ""heartbreaking tunes"" with @MarkRonson: https://t.co/8mIxHV06l7 https://t.co/nyEkiRV4SW"
168,Tue May 29 13:59:21 +0000 2018,Every day should start with a @LaurenJauregui smile ? https://t.co/q2zUXVBnNK
169,Tue May 29 13:00:01 +0000 2018,"The best cure for any hangover is listening to 'Hangover Radio' on iHeartRadio. We got you! ?

?:… https://t.co/xMTrflrrpg"
170,Tue May 29 12:54:52 +0000 2018,RT @AskAnythingChat: from their @iHeartRadio @AskAnythingChat w/@OnAirRomeo &amp; #mostrequestedlive WE LOVE IT AT 3:17 of the chat when #Jimin…
171,Tue May 29 03:27:14 +0000 2018,RT @1027KIISFM: .@SabrinaAnnLynn let @iHeartRadio scroll through her camera roll ?! Watch the #WangoTango performer get exposed ?! #Sabrina…
172,Tue May 29 02:00:00 +0000 2018,Issa vibe ? | @ArianaGrande https://t.co/RclFOHPhIt
173,Tue May 29 01:14:00 +0000 2018,.@taylorswift13's celeb squad is growing by the minute: https://t.co/cG8D5h7b6L https://t.co/QC6PGZv3jS
174,Tue May 29 00:33:00 +0000 2018,".@CHVRCHES debuted their new album, ""Love Is Dead"" during their iHeartRadio Album Release Party last week:… https://t.co/GXjIqN8oN4"
175,Mon May 28 23:45:00 +0000 2018,I stan two legends ? | @xtina + @ddlovato https://t.co/qhVmkHbnhq
176,Mon May 28 23:01:00 +0000 2018,? @LiamPayne's debut album is coming sooner than you think: https://t.co/gXeqxNPkSA https://t.co/66uO3NTwor
177,Mon May 28 22:15:00 +0000 2018,Cardi B became both a bride and a widow in the #BeCareful music video: https://t.co/JyY7rAEuey https://t.co/Tcui0J5e7O
178,Mon May 28 21:58:35 +0000 2018,@mdacri We're glad you love it Mike! ?
179,Mon May 28 21:30:01 +0000 2018,15 artists who will give you major hair inspo for prom: https://t.co/ox688Y4PIt  ? https://t.co/JkeqZG1L7A
